,image_id,image_name,is_training_image,class_id,class_name,Species,Order,Species2,Family,,
4700,4701,081.Pied_Kingfisher/Pied_Kingfisher_0061_72193.jpg,1,81,081.Pied_Kingfisher,,,,,,
4701,4702,081.Pied_Kingfisher/Pied_Kingfisher_0029_72440.jpg,1,81,081.Pied_Kingfisher,,,,,,
4702,4703,081.Pied_Kingfisher/Pied_Kingfisher_0051_71429.jpg,1,81,081.Pied_Kingfisher,,,,,,
4703,4704,081.Pied_Kingfisher/Pied_Kingfisher_0027_71434.jpg,0,81,081.Pied_Kingfisher,,,,,,
4704,4705,081.Pied_Kingfisher/Pied_Kingfisher_0117_71947.jpg,0,81,081.Pied_Kingfisher,,,,,,
4705,4706,081.Pied_Kingfisher/Pied_Kingfisher_0093_72465.jpg,1,81,081.Pied_Kingfisher,,,,,,
4706,4707,081.Pied_Kingfisher/Pied_Kingfisher_0025_72469.jpg,0,81,081.Pied_Kingfisher,,,,,,
4707,4708,081.Pied_Kingfisher/Pied_Kingfisher_0075_72581.jpg,1,81,081.Pied_Kingfisher,,,,,,
4708,4709,081.Pied_Kingfisher/Pied_Kingfisher_0059_72492.jpg,0,81,081.Pied_Kingfisher,,,,,,
4709,4710,081.Pied_Kingfisher/Pied_Kingfisher_0078_71985.jpg,0,81,081.Pied_Kingfisher,,,,,,
4710,4711,081.Pied_Kingfisher/Pied_Kingfisher_0021_72498.jpg,0,81,081.Pied_Kingfisher,,,,,,
4711,4712,081.Pied_Kingfisher/Pied_Kingfisher_0107_71987.jpg,1,81,081.Pied_Kingfisher,,,,,,
4712,4713,081.Pied_Kingfisher/Pied_Kingfisher_0073_72508.jpg,1,81,081.Pied_Kingfisher,,,,,,
4713,4714,081.Pied_Kingfisher/Pied_Kingfisher_0063_71999.jpg,1,81,081.Pied_Kingfisher,,,,,,
4714,4715,081.Pied_Kingfisher/Pied_Kingfisher_0095_72008.jpg,0,81,081.Pied_Kingfisher,,,,,,
4715,4716,081.Pied_Kingfisher/Pied_Kingfisher_0071_72576.jpg,1,81,081.Pied_Kingfisher,,,,,,
4716,4717,081.Pied_Kingfisher/Pied_Kingfisher_0074_71830.jpg,1,81,081.Pied_Kingfisher,,,,,,
4717,4718,081.Pied_Kingfisher/Pied_Kingfisher_0024_71560.jpg,1,81,081.Pied_Kingfisher,,,,,,
4718,4719,081.Pied_Kingfisher/Pied_Kingfisher_0109_72082.jpg,1,81,081.Pied_Kingfisher,,,,,,
4719,4720,081.Pied_Kingfisher/Pied_Kingfisher_0030_72603.jpg,0,81,081.Pied_Kingfisher,,,,,,
4720,4721,081.Pied_Kingfisher/Pied_Kingfisher_0013_72114.jpg,0,81,081.Pied_Kingfisher,,,,,,
4721,4722,081.Pied_Kingfisher/Pied_Kingfisher_0118_72115.jpg,0,81,081.Pied_Kingfisher,,,,,,
4722,4723,081.Pied_Kingfisher/Pied_Kingfisher_0014_72119.jpg,1,81,081.Pied_Kingfisher,,,,,,
4723,4724,081.Pied_Kingfisher/Pied_Kingfisher_0007_72438.jpg,1,81,081.Pied_Kingfisher,,,,,,
4724,4725,081.Pied_Kingfisher/Pied_Kingfisher_0004_72135.jpg,0,81,081.Pied_Kingfisher,,,,,,
4725,4726,081.Pied_Kingfisher/Pied_Kingfisher_0011_72143.jpg,1,81,081.Pied_Kingfisher,,,,,,
4726,4727,081.Pied_Kingfisher/Pied_Kingfisher_0019_72659.jpg,1,81,081.Pied_Kingfisher,,,,,,
4727,4728,081.Pied_Kingfisher/Pied_Kingfisher_0067_71641.jpg,0,81,081.Pied_Kingfisher,,,,,,
4728,4729,081.Pied_Kingfisher/Pied_Kingfisher_0046_72156.jpg,1,81,081.Pied_Kingfisher,,,,,,
4729,4730,081.Pied_Kingfisher/Pied_Kingfisher_0045_71143.jpg,0,81,081.Pied_Kingfisher,,,,,,
4730,4731,081.Pied_Kingfisher/Pied_Kingfisher_0018_71657.jpg,0,81,081.Pied_Kingfisher,,,,,,
4731,4732,081.Pied_Kingfisher/Pied_Kingfisher_0085_71557.jpg,0,81,081.Pied_Kingfisher,,,,,,
4732,4733,082.Ringed_Kingfisher/Ringed_Kingfisher_0079_72961.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4733,4734,082.Ringed_Kingfisher/Ringed_Kingfisher_0004_72966.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4734,4735,082.Ringed_Kingfisher/Ringed_Kingfisher_0012_72974.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4735,4736,082.Ringed_Kingfisher/Ringed_Kingfisher_0033_73133.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4736,4737,082.Ringed_Kingfisher/Ringed_Kingfisher_0044_72976.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4737,4738,082.Ringed_Kingfisher/Ringed_Kingfisher_0011_72982.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4738,4739,082.Ringed_Kingfisher/Ringed_Kingfisher_0107_72983.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4739,4740,082.Ringed_Kingfisher/Ringed_Kingfisher_0075_73135.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4740,4741,082.Ringed_Kingfisher/Ringed_Kingfisher_0003_72994.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4741,4742,082.Ringed_Kingfisher/Ringed_Kingfisher_0051_72997.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4742,4743,082.Ringed_Kingfisher/Ringed_Kingfisher_0094_72998.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4743,4744,082.Ringed_Kingfisher/Ringed_Kingfisher_0050_73002.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4744,4745,082.Ringed_Kingfisher/Ringed_Kingfisher_0076_73095.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4745,4746,082.Ringed_Kingfisher/Ringed_Kingfisher_0035_73012.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4746,4747,082.Ringed_Kingfisher/Ringed_Kingfisher_0028_73018.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4747,4748,082.Ringed_Kingfisher/Ringed_Kingfisher_0016_73029.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4748,4749,082.Ringed_Kingfisher/Ringed_Kingfisher_0039_71052.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4749,4750,082.Ringed_Kingfisher/Ringed_Kingfisher_0038_73041.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4750,4751,082.Ringed_Kingfisher/Ringed_Kingfisher_0009_72786.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4751,4752,082.Ringed_Kingfisher/Ringed_Kingfisher_0001_73048.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4752,4753,082.Ringed_Kingfisher/Ringed_Kingfisher_0087_72794.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4753,4754,082.Ringed_Kingfisher/Ringed_Kingfisher_0025_72795.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4754,4755,082.Ringed_Kingfisher/Ringed_Kingfisher_0083_73053.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4755,4756,082.Ringed_Kingfisher/Ringed_Kingfisher_0014_72798.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4756,4757,082.Ringed_Kingfisher/Ringed_Kingfisher_0057_72812.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4757,4758,082.Ringed_Kingfisher/Ringed_Kingfisher_0078_72826.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4758,4759,082.Ringed_Kingfisher/Ringed_Kingfisher_0005_73086.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4759,4760,082.Ringed_Kingfisher/Ringed_Kingfisher_0015_72835.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4760,4761,082.Ringed_Kingfisher/Ringed_Kingfisher_0091_72839.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4761,4762,082.Ringed_Kingfisher/Ringed_Kingfisher_0021_72848.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4762,4763,082.Ringed_Kingfisher/Ringed_Kingfisher_0040_72852.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4763,4764,082.Ringed_Kingfisher/Ringed_Kingfisher_0041_72853.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4764,4765,082.Ringed_Kingfisher/Ringed_Kingfisher_0098_73110.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4765,4766,082.Ringed_Kingfisher/Ringed_Kingfisher_0073_73118.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4766,4767,082.Ringed_Kingfisher/Ringed_Kingfisher_0056_72863.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4767,4768,082.Ringed_Kingfisher/Ringed_Kingfisher_0026_72867.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4768,4769,082.Ringed_Kingfisher/Ringed_Kingfisher_0052_72871.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4769,4770,082.Ringed_Kingfisher/Ringed_Kingfisher_0077_72872.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4770,4771,082.Ringed_Kingfisher/Ringed_Kingfisher_0074_73130.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4771,4772,082.Ringed_Kingfisher/Ringed_Kingfisher_0053_72875.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4772,4773,082.Ringed_Kingfisher/Ringed_Kingfisher_0060_73132.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4773,4774,082.Ringed_Kingfisher/Ringed_Kingfisher_0043_72877.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4774,4775,082.Ringed_Kingfisher/Ringed_Kingfisher_0020_72888.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4775,4776,082.Ringed_Kingfisher/Ringed_Kingfisher_0017_73145.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4776,4777,082.Ringed_Kingfisher/Ringed_Kingfisher_0103_72894.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4777,4778,082.Ringed_Kingfisher/Ringed_Kingfisher_0023_72910.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4778,4779,082.Ringed_Kingfisher/Ringed_Kingfisher_0029_73165.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4779,4780,082.Ringed_Kingfisher/Ringed_Kingfisher_0042_72913.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4780,4781,082.Ringed_Kingfisher/Ringed_Kingfisher_0101_72919.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4781,4782,082.Ringed_Kingfisher/Ringed_Kingfisher_0024_73178.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4782,4783,082.Ringed_Kingfisher/Ringed_Kingfisher_0080_72923.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4783,4784,082.Ringed_Kingfisher/Ringed_Kingfisher_0108_73169.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4784,4785,082.Ringed_Kingfisher/Ringed_Kingfisher_0102_72941.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4785,4786,082.Ringed_Kingfisher/Ringed_Kingfisher_0008_72943.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4786,4787,082.Ringed_Kingfisher/Ringed_Kingfisher_0089_72947.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4787,4788,082.Ringed_Kingfisher/Ringed_Kingfisher_0027_72948.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4788,4789,082.Ringed_Kingfisher/Ringed_Kingfisher_0072_72954.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4789,4790,082.Ringed_Kingfisher/Ringed_Kingfisher_0082_72955.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4790,4791,082.Ringed_Kingfisher/Ringed_Kingfisher_0018_72957.jpg,0,82,082.Ringed_Kingfisher,,,,,,
4791,4792,082.Ringed_Kingfisher/Ringed_Kingfisher_0071_72958.jpg,1,82,082.Ringed_Kingfisher,,,,,,
4792,4793,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0037_73220.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4793,4794,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0024_73736.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4794,4795,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0098_73227.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4795,4796,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0004_73741.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4796,4797,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0023_73230.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4797,4798,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0029_73233.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4798,4799,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0002_73491.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4799,4800,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0071_73236.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4800,4801,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0053_73476.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4801,4802,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0073_73498.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4802,4803,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0084_73247.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4803,4804,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0032_73248.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4804,4805,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0047_73251.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4805,4806,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0115_73252.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4806,4807,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0121_73258.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4807,4808,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0101_73261.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4808,4809,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0087_73264.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4809,4810,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0107_73265.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4810,4811,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0040_73266.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4811,4812,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0011_73267.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4812,4813,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0117_73283.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4813,4814,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0035_73290.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4814,4815,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0048_73292.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4815,4816,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0116_73295.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4816,4817,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0096_73552.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4817,4818,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0067_73300.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4818,4819,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0019_73306.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4819,4820,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0093_73311.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4820,4821,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0103_73316.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4821,4822,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0054_73587.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4822,4823,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0030_73335.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4823,4824,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0003_73195.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4824,4825,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0045_73600.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4825,4826,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0056_73353.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4826,4827,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0017_73355.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4827,4828,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0085_73363.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4828,4829,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0063_73365.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4829,4830,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0012_73367.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4830,4831,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0111_73369.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4831,4832,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0089_73371.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4832,4833,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0065_73372.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4833,4834,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0078_73373.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4834,4835,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0088_73386.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4835,4836,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0104_73398.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4836,4837,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0119_73401.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4837,4838,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0036_73403.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4838,4839,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0109_73683.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4839,4840,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0074_73408.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4840,4841,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0049_73420.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4841,4842,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0062_73425.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4842,4843,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0050_73682.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4843,4844,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0120_73439.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4844,4845,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0018_71137.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4845,4846,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0052_73446.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4846,4847,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0015_73192.jpg,0,83,083.White_breasted_Kingfisher,,,,,,
4847,4848,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0118_73511.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4848,4849,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0122_73199.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4849,4850,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0026_73201.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4850,4851,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0022_73459.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4851,4852,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0123_73211.jpg,1,83,083.White_breasted_Kingfisher,,,,,,
4852,4853,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0001_795394.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4853,4854,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0033_795395.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4854,4855,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0054_795396.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4855,4856,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0050_795397.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4856,4857,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0019_795398.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4857,4858,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0032_795399.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4858,4859,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0067_795401.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4859,4860,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0007_795402.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4860,4861,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0029_795403.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4861,4862,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0051_795404.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4862,4863,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0013_795413.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4863,4864,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0060_795414.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4864,4865,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0043_795416.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4865,4866,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0058_795417.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4866,4867,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0022_795418.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4867,4868,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0066_795419.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4868,4869,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0064_795422.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4869,4870,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0059_795424.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4870,4871,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0045_795426.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4871,4872,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0039_795429.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4872,4873,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0068_795430.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4873,4874,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0014_795432.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4874,4875,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0048_73770.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4875,4876,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0069_795435.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4876,4877,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0006_795436.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4877,4878,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0072_795438.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4878,4879,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0020_795439.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4879,4880,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0049_795440.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4880,4881,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0024_795441.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4881,4882,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0031_795442.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4882,4883,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0047_795445.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4883,4884,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0028_795450.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4884,4885,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0017_795451.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4885,4886,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0002_73788.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4886,4887,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0010_73789.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4887,4888,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0040_795455.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4888,4889,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0015_73792.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4889,4890,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0042_795457.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4890,4891,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0009_795459.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4891,4892,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0016_795460.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4892,4893,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0071_73800.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4893,4894,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0021_73808.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4894,4895,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0004_73811.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4895,4896,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0036_73814.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4896,4897,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0030_73818.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4897,4898,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0063_795453.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4898,4899,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0027_795454.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4899,4900,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0065_795456.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4900,4901,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0037_73794.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4901,4902,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0061_795420.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4902,4903,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0003_795389.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4903,4904,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0044_795388.jpg,1,84,084.Red_legged_Kittiwake,,,,,,
4904,4905,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0062_795434.jpg,0,84,084.Red_legged_Kittiwake,,,,,,
4905,4906,085.Horned_Lark/Horned_Lark_0067_75266.jpg,1,85,085.Horned_Lark,,,,,,
